,max_psnr,max_ssim,NUM_Backtracking,max_step,max_psnr_avg,max_lpips_avg,max_lpips,final_ep,final_psnr,final_psnr_avg,final_lpips_avg,final_lpips
image_Baboon512rgb.png,26.79704453018219,0,0,1392,26.832075493601764,0.07851502299308777,0.07934253662824631,1976,24.33973141537477,26.351219444405956,0.07318335771560669,0.1350235491991043
image_F16_512rgb.png,33.31954308781025,0,0,736,33.31286892973206,0.13662371039390564,0.13394753634929657,1215,30.72953629741489,32.98694503551138,0.1011289730668068,0.1851840615272522
image_House256rgb.png,32.27415883302565,0,0,639,32.354637194451165,0.07810576260089874,0.06641966849565506,830,30.922355663390626,32.42412817538634,0.05808209255337715,0.06258488446474075
image_Lena512rgb.png,32.395492190275824,0,0,947,32.3747290800159,0.14136981964111328,0.13427264988422394,1803,30.766397226457066,32.34925732271427,0.13474507629871368,0.18226729333400726
image_Peppers512rgb.png,31.264594339822622,0,0,1311,31.29624646030581,0.1321752667427063,0.12938332557678223,1758,29.035024155632367,30.94100956127147,0.09042104333639145,0.14092949032783508
kodim01.png,29.71969929681274,0,0,1283,29.749581783740645,0.07270930707454681,0.06958469748497009,1902,27.7404420476823,29.571048670109896,0.07489600777626038,0.17528074979782104
kodim02.png,32.82126285670056,0,0,565,32.835828578274715,0.1325431764125824,0.12449352443218231,897,31.313785975134575,32.722600338497834,0.10280639678239822,0.1356627345085144
kodim03.png,34.42994846318543,0,0,1325,34.51939316766773,0.10949378460645676,0.10174722969532013,1863,32.398581597783924,33.97768209938629,0.10241436213254929,0.17965248227119446
kodim12.png,33.79147703699241,0,0,2014,33.80199594854678,0.14062044024467468,0.13919492065906525,2698,31.46557510207813,33.07857276945973,0.13858798146247864,0.19637438654899597
